2025-01-18 19:04:21,853 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2025-01-18 19:04:46,531 [Worker-13: Building] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com:myfirstproject:0.0.1-SNAPSHOT @ C:\Training2025\GitJava\java_maven_2025\pom.xml.
2025-01-18 19:04:48,594 [Worker-13: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:04:48,600 [Worker-13: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:04:50,494 [Worker-13: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:04:50,504 [Worker-13: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:05:28,523 [Worker-9: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2025-01-18 19:05:29,004 [Worker-9: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com:myfirstproject:0.0.1-SNAPSHOT @ C:\Training2025\GitJava\java_maven_2025\pom.xml.
2025-01-18 19:05:29,612 [Worker-9: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /myfirstproject/src/main/java
2025-01-18 19:05:29,615 [Worker-9: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /myfirstproject/src/main/resources
2025-01-18 19:05:29,616 [Worker-9: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /myfirstproject/src/test/java
2025-01-18 19:05:29,617 [Worker-9: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /myfirstproject/src/test/resources
2025-01-18 19:05:29,912 [Worker-9: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed for 1 poms: local refresh takes 0.00 sec, refresh facades takes 0.00 sec, update config takes 0.00 sec 
2025-01-18 19:05:30,319 [Worker-8: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:05:30,329 [Worker-8: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:11:27,771 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2025-01-18 19:20:26,680 [Worker-15: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:20:26,692 [Worker-15: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:21:55,416 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:21:55,451 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:22:21,189 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:22:21,192 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:22:37,120 [Worker-6: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:22:37,127 [Worker-6: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:22:53,333 [Worker-17: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:22:53,340 [Worker-17: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:23:02,509 [Worker-10: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:23:02,512 [Worker-10: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:23:06,843 [Worker-8: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:23:06,849 [Worker-8: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:23:18,111 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\main\resources
2025-01-18 19:23:18,117 [Worker-16: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Training2025\GitJava\java_maven_2025\src\test\resources
2025-01-18 19:27:48,282 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
